sell_mode,cell,configuration,mois,date_rebalance,ret_month,turnover,liquidite_ponderee,n_titres,w_BUY,w_NEUTRAL,w_SELL,n_BUY,n_NEUTRAL,n_SELL,contrib_BUY,contrib_NEUTRAL,contrib_SELL,n_days
exclude,3,C3 Hybrid,2023-10,2023-10-31,-0.028656821306113134,0.7500916368767444,0.99257124112801,31,0.8619261540167695,0.13786042520742173,0.0,22,9,0,-0.02525766403270788,-0.0017443809428990841,0.0,20
exclude,3,C3 Hybrid,2023-11,2023-11-30,0.01365327481501355,0.6585757381107876,0.862794770433634,37,0.8667039389457943,0.13326783722162938,0.0,25,12,0,0.014338862316323506,-0.0005454154805685376,0.0,20
exclude,3,C3 Hybrid,2023-12,2023-12-29,0.07077138941676253,0.9607908157467088,0.9397340339091048,34,0.9541326050436333,0.04570839228502017,0.0,25,9,0,0.07363480167967575,0.0022045565671063934,0.0,21
exclude,3,C3 Hybrid,2024-01,2024-01-31,0.04703649682507938,1.4437455860357389,0.7783903694961252,32,0.7691977249658972,0.23069031424362235,0.0,18,14,0,0.045062280866613166,0.005902539950396016,0.0,20
exclude,3,C3 Hybrid,2024-02,2024-02-29,0.038790258784726195,1.1781308881670398,0.8445669432874,30,0.7647220006014245,0.235162221802103,0.0,18,12,0,0.030278260163332,0.0127633146880644,0.0,20
exclude,3,C3 Hybrid,2024-03,2024-03-29,0.09680948763476516,1.2439899503954581,0.9674924572104409,30,0.9342753526414694,0.06547938666422251,0.0,21,9,0,0.10761547675667371,0.001176178827408009,0.0,19
exclude,3,C3 Hybrid,2024-04,2024-04-30,-0.014546919577129835,1.2430918401534188,0.8417735147248219,33,0.8318485663580346,0.16793691651138973,0.0,22,11,0,-0.01573776652105016,0.003955417158485526,0.0,21
exclude,3,C3 Hybrid,2024-05,2024-05-31,-0.010368000585894821,1.3039026483462928,0.8991244296113026,33,0.8164069966061881,0.183397237251021,0.0,19,14,0,-0.0032935000088398954,-0.004763153207874097,0.0,17
exclude,3,C3 Hybrid,2024-06,2024-06-28,0.1016490577361866,0.6600844523671245,0.7818262791848078,32,0.9025043661281646,0.0973066241542096,0.0,20,12,0,0.06856817719490635,0.046823740886258604,0.0,22
exclude,3,C3 Hybrid,2024-07,2024-07-31,0.0711519594426262,0.8599205687739242,0.8934261176543804,28,0.8090289595086471,0.1907795676387187,0.0,15,13,0,0.07318094645581487,0.00902817924293273,0.0,18
exclude,3,C3 Hybrid,2024-08,2024-08-30,0.03908025395578618,0.9461687799335873,0.9046232994741127,33,0.7621119451294724,0.23780053458082345,0.0,18,15,0,0.04493988557934539,-0.0033889615256027465,0.0,18
exclude,3,C3 Hybrid,2024-09,2024-09-30,0.01427015809253418,0.678637851231934,0.7168188918224605,34,0.8137886655639276,0.18611627208242482,0.0,19,15,0,0.022949930881639033,-0.004184537431283613,0.0,22
exclude,3,C3 Hybrid,2024-10,2024-10-31,0.022997044209789763,0.7716613980680083,0.6322677659540774,28,0.9750339788645251,0.024965361582484216,0.0,18,10,0,0.02092585966713552,0.0004894163716385867,0.0,18
